Iteracao,Recompensa
5000,0.08216471421027723
10000,0.14923184672273151
15000,0.6934361887035577
20000,0.7144277706760054
25000,0.7309103292666157
30000,1.3058352880723205
35000,1.492832468495953
40000,1.2714850575244285
45000,1.3720028034559693
50000,0.7140852547016004
55000,1.3048853994946596
60000,1.5915343054360966
65000,2.0935980054944543
70000,1.3084925995146302
75000,2.2613773546353246
80000,2.189713634956554
85000,2.4188941661228154
90000,2.652210797482269
95000,1.9328531095719346
100000,2.3727357480202604
105000,2.542145044398038
110000,4.325667490034039
115000,3.9512302217426254
120000,5.130272603551901
125000,3.691104052266961
130000,5.191272260616373
135000,2.8698496174697
140000,4.762516874585077
145000,4.61507039687705
150000,5.119820553699951
155000,6.083468267875902
160000,4.016368405411902
165000,6.083468267875902
170000,4.86655406679273
175000,4.758341086708023
180000,6.083468267875902
185000,6.083468267875902
190000,6.083468267875902
195000,4.662720468100521
200000,6.083468267875902
205000,6.083468267875902
210000,6.083468267875902
215000,6.083468267875902
220000,6.083468267875902
225000,6.083468267875902
230000,6.083468267875902
235000,6.083468267875902
240000,6.083468267875902
245000,6.083468267875902
250000,6.083468267875902
255000,6.083468267875902
260000,6.083468267875902
265000,6.083468267875902
270000,6.083468267875902
275000,6.083468267875902
280000,6.083468267875902
285000,6.083468267875902
290000,6.083468267875902
295000,6.083468267875902
300000,6.083468267875902
