Iteracao,Recompensa
5000,-2.0883553352762108
10000,0.07516174723445443
15000,0.24006177250122682
20000,0.10056065679517251
25000,0.4345082862490257
30000,0.31979201836293036
35000,0.86297622746107
40000,0.5885370648741614
45000,0.5482847729360819
50000,1.605274005752994
55000,1.9928131392280615
60000,1.710598506044402
65000,3.0051482122825837
70000,1.4558091524390437
75000,2.656996735451302
80000,5.3779247902112735
85000,4.525332816524355
90000,5.861595016034325
95000,2.6652399536409943
100000,2.878708030722551
105000,6.6289324860911005
110000,3.745004221486886
115000,5.555886182053611
120000,4.894614302403581
125000,6.404623706268273
130000,10.749917972600619
135000,9.282580505423956
140000,5.208389457933494
145000,5.229383725821057
150000,8.57834165019849
155000,12.351990648414619
160000,5.574467798828613
165000,6.9933391798568
170000,7.263992575759425
175000,10.19728752685612
180000,10.963943049690322
185000,10.424807380970565
190000,12.351990648414619
195000,10.777851824600313
200000,12.351990648414619
205000,9.999354749034696
210000,12.351990648414619
215000,12.351990648414619
220000,12.351990648414619
225000,12.351990648414619
230000,12.351990648414619
235000,12.351990648414619
240000,12.351990648414619
245000,12.351990648414619
250000,12.351990648414619
255000,5.965931968070384
260000,7.895725675697298
265000,12.351990648414619
270000,12.351990648414619
275000,12.351990648414619
280000,12.351990648414619
285000,12.351990648414619
290000,12.351990648414619
295000,12.351990648414619
300000,12.351990648414619
305000,12.351990648414619
310000,12.351990648414619
315000,12.351990648414619
320000,12.351990648414619
325000,12.351990648414619
330000,12.351990648414619
335000,12.351990648414619
340000,12.351990648414619
345000,12.351990648414619
350000,12.351990648414619
